epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,147.891,0.74874,1.58254,0.89929,0.57107,0.47125,0.77361,0.6498,0.6895,2.25234,0.81227,0.00125451,0.00125451,0.00125451
25,148.694,0.71418,1.77988,0.87516,0.74027,0.73563,0.78179,0.64304,0.71353,2.1162,0.81876,0.00130266,0.00130266,0.00130266
26,149.467,0.7479,1.74629,0.86561,0.74027,0.73563,0.78179,0.64304,0.71353,2.1162,0.81876,0.00131111,0.00131111,0.00131111
27,150.302,0.85597,1.77288,0.91773,0.81313,0.92936,0.89542,0.75391,0.70497,1.74017,0.82316,0.00130639,0.00130639,0.00130639
28,151.085,0.72992,1.4537,0.85944,0.81313,0.92936,0.89542,0.75391,0.70497,1.74017,0.82316,0.00130168,0.00130168,0.00130168
29,151.885,0.70353,1.92184,0.86213,0.90285,1,0.96167,0.78814,0.69167,1.47122,0.82466,0.00129696,0.00129696,0.00129696
30,152.668,0.80528,1.38961,0.82955,0.90285,1,0.96167,0.78814,0.69167,1.47122,0.82466,0.00129224,0.00129224,0.00129224
31,153.458,0.82833,1.62664,0.87916,0.98212,0.83262,0.97278,0.81406,0.68828,1.34773,0.82467,0.00128753,0.00128753,0.00128753
32,154.238,0.74216,1.73497,0.92834,0.98212,0.83262,0.97278,0.81406,0.68828,1.34773,0.82467,0.00128281,0.00128281,0.00128281
33,155.032,0.78943,1.58996,0.90823,0.81794,0.99404,0.995,0.78104,0.70497,1.35614,0.8192,0.0012781,0.0012781,0.0012781
34,155.805,0.60403,1.9536,0.89491,0.81794,0.99404,0.995,0.78104,0.70497,1.35614,0.8192,0.00127338,0.00127338,0.00127338
35,156.585,0.81057,1.6973,0.86389,0.89893,0.98209,0.995,0.79006,0.73387,1.05318,0.82676,0.00126867,0.00126867,0.00126867
36,157.357,0.8378,1.8354,0.88202,0.89893,0.98209,0.995,0.79006,0.73387,1.05318,0.82676,0.00126395,0.00126395,0.00126395
37,158.145,0.57808,4.66667,0.64914,0.9844,1,0.995,0.81505,0.70969,1.00301,0.82978,0.00125923,0.00125923,0.00125923
38,158.925,0.71183,1.52696,0.88757,0.9844,1,0.995,0.81505,0.70969,1.00301,0.82978,0.00125452,0.00125452,0.00125452
39,159.73,0.63641,1.88034,0.89297,1,0.98809,0.995,0.83034,0.70032,1.04542,0.83072,0.0012498,0.0012498,0.0012498
40,160.514,0.69856,1.51114,0.90153,1,0.98809,0.995,0.83034,0.70032,1.04542,0.83072,0.00124509,0.00124509,0.00124509
41,161.314,0.60988,1.71596,0.84338,0.80653,0.9662,0.93944,0.79094,0.66334,0.99116,0.81403,0.00124037,0.00124037,0.00124037
42,162.089,0.61133,1.39328,0.85498,0.80653,0.9662,0.93944,0.79094,0.66334,0.99116,0.81403,0.00123566,0.00123566,0.00123566
43,162.883,0.6978,1.48697,0.87058,0.66718,0.82525,0.7915,0.66723,0.69217,1.28158,0.81395,0.00123094,0.00123094,0.00123094
44,163.647,0.72309,1.21977,0.84707,0.66718,0.82525,0.7915,0.66723,0.69217,1.28158,0.81395,0.00122622,0.00122622,0.00122622
45,164.43,0.68647,1.42827,0.84888,0.64246,0.61999,0.64345,0.54769,0.71966,1.31131,0.8399,0.00122151,0.00122151,0.00122151
46,165.202,0.68417,1.4008,0.87231,0.64246,0.61999,0.64345,0.54769,0.71966,1.31131,0.8399,0.00121679,0.00121679,0.00121679
47,165.984,0.67303,1.25799,0.87411,0.81579,0.80893,0.79345,0.68532,0.64001,1.1414,0.80043,0.00121208,0.00121208,0.00121208
48,166.76,0.68131,1.25696,0.82644,0.81579,0.80893,0.79345,0.68532,0.64001,1.1414,0.80043,0.00120736,0.00120736,0.00120736
49,167.541,0.7096,1.38689,0.85394,0.98824,0.9599,0.995,0.85665,0.65509,0.88105,0.81597,0.00120265,0.00120265,0.00120265
50,168.315,0.70512,1.44753,0.86664,0.98824,0.9599,0.995,0.85665,0.65509,0.88105,0.81597,0.00119793,0.00119793,0.00119793
51,169.102,0.72379,1.34883,0.85295,0.88461,0.98818,0.995,0.85507,0.6736,0.84784,0.80656,0.00119322,0.00119322,0.00119322
52,169.882,0.6617,1.64233,0.87859,0.88461,0.98818,0.995,0.85507,0.6736,0.84784,0.80656,0.0011885,0.0011885,0.0011885
53,170.67,0.68944,1.23512,0.83571,0.85258,0.99398,0.93944,0.80585,0.6482,0.96837,0.79932,0.00118378,0.00118378,0.00118378
54,171.439,0.59806,1.4045,0.82144,0.85258,0.99398,0.93944,0.80585,0.6482,0.96837,0.79932,0.00117907,0.00117907,0.00117907
55,172.22,0.7974,1.42853,0.84756,0.83778,0.99315,0.93944,0.81667,0.62866,1.12597,0.80015,0.00117435,0.00117435,0.00117435
56,172.989,0.73958,1.31205,0.92105,0.83778,0.99315,0.93944,0.81667,0.62866,1.12597,0.80015,0.00116964,0.00116964,0.00116964
57,173.783,0.7144,1.30786,0.89125,0.84426,0.98398,0.995,0.87001,0.65279,1.10862,0.80909,0.00116492,0.00116492,0.00116492
58,174.55,0.71546,1.29725,0.88996,0.84426,0.98398,0.995,0.87001,0.65279,1.10862,0.80909,0.00116021,0.00116021,0.00116021
59,175.338,0.6654,1.32012,0.91064,0.84287,0.99089,0.995,0.85075,0.68499,0.98091,0.8275,0.00115549,0.00115549,0.00115549
60,176.109,0.59143,1.11756,0.80188,0.84287,0.99089,0.995,0.85075,0.68499,0.98091,0.8275,0.00115077,0.00115077,0.00115077
61,176.902,0.72204,1.41554,0.88761,0.90686,0.94485,0.995,0.8559,0.69061,0.8625,0.82935,0.00114606,0.00114606,0.00114606
62,177.674,0.67665,1.13453,0.87422,0.90686,0.94485,0.995,0.8559,0.69061,0.8625,0.82935,0.00114134,0.00114134,0.00114134
63,178.471,0.71989,1.42489,0.88037,0.94465,0.97093,0.995,0.85608,0.64243,0.82759,0.81548,0.00113663,0.00113663,0.00113663
64,179.243,0.63813,1.20564,0.89976,0.94465,0.97093,0.995,0.85608,0.64243,0.82759,0.81548,0.00113191,0.00113191,0.00113191
65,180.032,0.68431,1.33822,0.87125,0.95749,0.98447,0.995,0.85015,0.63743,0.80278,0.81875,0.0011272,0.0011272,0.0011272
66,180.81,0.69702,1.08033,0.81897,0.95749,0.98447,0.995,0.85015,0.63743,0.80278,0.81875,0.00112248,0.00112248,0.00112248
67,181.599,0.57073,1.14183,0.86612,0.95802,0.97402,0.995,0.84083,0.65398,0.80259,0.81722,0.00111776,0.00111776,0.00111776
68,182.372,0.6423,1.00587,0.87577,0.95802,0.97402,0.995,0.84083,0.65398,0.80259,0.81722,0.00111305,0.00111305,0.00111305
69,183.162,0.67329,1.10705,0.85869,0.93455,0.96628,0.995,0.82016,0.7005,0.85115,0.82544,0.00110833,0.00110833,0.00110833
70,183.934,0.61347,1.16097,0.85545,0.93455,0.96628,0.995,0.82016,0.7005,0.85115,0.82544,0.00110362,0.00110362,0.00110362
71,184.717,0.61971,1.16307,0.86036,0.95151,0.96758,0.995,0.83524,0.66887,0.79778,0.81639,0.0010989,0.0010989,0.0010989
72,185.503,0.65415,1.17244,0.88256,0.95151,0.96758,0.995,0.83524,0.66887,0.79778,0.81639,0.00109419,0.00109419,0.00109419
73,186.283,0.65534,1.11194,0.86305,0.95655,0.98628,0.995,0.85207,0.62689,0.76144,0.80057,0.00108947,0.00108947,0.00108947
74,187.052,0.8198,1.20289,0.94771,0.95655,0.98628,0.995,0.85207,0.62689,0.76144,0.80057,0.00108475,0.00108475,0.00108475
75,187.832,0.62153,1.28335,0.8196,0.95887,0.99171,0.995,0.89177,0.58857,0.75063,0.78805,0.00108004,0.00108004,0.00108004
76,188.612,0.5911,1.01211,0.90326,0.95887,0.99171,0.995,0.89177,0.58857,0.75063,0.78805,0.00107532,0.00107532,0.00107532
77,189.401,0.58031,1.18333,0.82117,0.94096,0.98681,0.995,0.92213,0.57209,0.72945,0.78959,0.00107061,0.00107061,0.00107061
78,190.193,0.59545,1.11688,0.89532,0.94096,0.98681,0.995,0.92213,0.57209,0.72945,0.78959,0.00106589,0.00106589,0.00106589
79,190.979,0.5714,1.0026,0.82078,0.96232,0.9651,0.995,0.8767,0.59342,0.67493,0.79938,0.00106118,0.00106118,0.00106118
80,191.745,0.62335,1.38597,0.88375,0.96232,0.9651,0.995,0.8767,0.59342,0.67493,0.79938,0.00105646,0.00105646,0.00105646
81,192.549,0.6365,1.06752,0.87709,0.96513,0.96322,0.995,0.87823,0.61596,0.68269,0.80706,0.00105174,0.00105174,0.00105174
82,193.318,0.59477,0.97141,0.8663,0.96513,0.96322,0.995,0.87823,0.61596,0.68269,0.80706,0.00104703,0.00104703,0.00104703
83,194.106,0.6245,1.03995,0.84998,0.98097,0.96297,0.995,0.88521,0.65499,0.71327,0.81673,0.00104231,0.00104231,0.00104231
84,194.882,0.64721,1.14374,0.91006,0.98097,0.96297,0.995,0.88521,0.65499,0.71327,0.81673,0.0010376,0.0010376,0.0010376
85,195.681,0.55705,1.08141,0.84178,0.98713,0.96793,0.995,0.87577,0.66897,0.67474,0.8185,0.00103288,0.00103288,0.00103288
86,196.448,0.68327,1.21033,0.89188,0.98713,0.96793,0.995,0.87577,0.66897,0.67474,0.8185,0.00102817,0.00102817,0.00102817
87,197.241,0.64177,1.12969,0.8691,0.97891,0.96497,0.995,0.86963,0.65002,0.6604,0.81354,0.00102345,0.00102345,0.00102345
88,198.013,0.52287,1.20121,0.80336,0.97891,0.96497,0.995,0.86963,0.65002,0.6604,0.81354,0.00101873,0.00101873,0.00101873
89,198.794,0.58913,1.03737,0.86761,0.96398,0.96293,0.995,0.87706,0.61923,0.66851,0.80236,0.00101402,0.00101402,0.00101402
90,199.578,0.63858,0.97319,0.83428,0.96398,0.96293,0.995,0.87706,0.61923,0.66851,0.80236,0.0010093,0.0010093,0.0010093
91,200.365,0.69736,1.19003,0.8815,0.96212,0.96245,0.995,0.89343,0.61301,0.65286,0.79793,0.00100459,0.00100459,0.00100459
92,201.143,0.57939,1.14243,0.86229,0.96212,0.96245,0.995,0.89343,0.61301,0.65286,0.79793,0.000999871,0.000999871,0.000999871
93,201.946,0.54345,0.97606,0.82972,0.97888,0.9649,0.995,0.88398,0.67506,0.63022,0.81083,0.000995156,0.000995156,0.000995156
94,202.721,0.72201,1.13409,0.8749,0.97888,0.9649,0.995,0.88398,0.67506,0.63022,0.81083,0.00099044,0.00099044,0.00099044
95,203.517,0.65382,0.94001,0.85123,0.97599,0.99593,0.995,0.87004,0.68405,0.64871,0.81653,0.000985724,0.000985724,0.000985724
96,204.284,0.69188,1.04237,0.84486,0.97599,0.99593,0.995,0.87004,0.68405,0.64871,0.81653,0.000981008,0.000981008,0.000981008
97,205.103,0.65454,1.07331,0.82575,0.97869,1,0.995,0.87453,0.64409,0.63142,0.80759,0.000976293,0.000976293,0.000976293
98,205.872,0.65038,0.98786,0.81926,0.97869,1,0.995,0.87453,0.64409,0.63142,0.80759,0.000971577,0.000971577,0.000971577
99,206.667,0.6187,1.08002,0.88813,0.96699,1,0.995,0.86844,0.65344,0.60496,0.81157,0.000966861,0.000966861,0.000966861
100,207.437,0.54437,1.12979,0.81848,0.96699,1,0.995,0.86844,0.65344,0.60496,0.81157,0.000962146,0.000962146,0.000962146
101,208.234,0.60416,0.87613,0.82461,0.97511,0.99785,0.995,0.87777,0.63692,0.57493,0.80761,0.00095743,0.00095743,0.00095743
102,209.009,0.58954,0.99939,0.87798,0.97511,0.99785,0.995,0.87777,0.63692,0.57493,0.80761,0.000952714,0.000952714,0.000952714
103,209.814,0.567,0.98438,0.84385,0.95673,0.99627,0.995,0.87527,0.61402,0.5426,0.79991,0.000947999,0.000947999,0.000947999
104,210.591,0.55527,1.01757,0.84667,0.95673,0.99627,0.995,0.87527,0.61402,0.5426,0.79991,0.000943283,0.000943283,0.000943283
105,211.387,0.60993,0.91551,0.88295,0.9645,0.99591,0.995,0.85671,0.62937,0.55297,0.80234,0.000938567,0.000938567,0.000938567
106,212.167,0.56473,0.92935,0.8229,0.9645,0.99591,0.995,0.85671,0.62937,0.55297,0.80234,0.000933851,0.000933851,0.000933851
107,212.966,0.65023,0.99603,0.8481,0.97658,0.99814,0.995,0.84865,0.65618,0.60435,0.81157,0.000929136,0.000929136,0.000929136
108,213.738,0.53584,0.94497,0.88133,0.97658,0.99814,0.995,0.84865,0.65618,0.60435,0.81157,0.00092442,0.00092442,0.00092442
109,214.524,0.56404,1.01075,0.79714,0.97445,0.99435,0.995,0.83876,0.68351,0.61475,0.81438,0.000919704,0.000919704,0.000919704
110,215.301,0.60004,1.11912,0.82181,0.97445,0.99435,0.995,0.83876,0.68351,0.61475,0.81438,0.000914989,0.000914989,0.000914989
111,216.086,0.59485,1.00309,0.88958,0.96495,0.99105,0.995,0.83525,0.63212,0.57961,0.80487,0.000910273,0.000910273,0.000910273
112,216.867,0.60113,0.9568,0.86622,0.96495,0.99105,0.995,0.83525,0.63212,0.57961,0.80487,0.000905557,0.000905557,0.000905557
113,217.674,0.53023,1.23174,0.86743,0.97707,0.96499,0.995,0.85183,0.60426,0.53558,0.80384,0.000900842,0.000900842,0.000900842
114,218.451,0.59064,0.92559,0.8885,0.97707,0.96499,0.995,0.85183,0.60426,0.53558,0.80384,0.000896126,0.000896126,0.000896126
115,219.246,0.54541,0.94823,0.83053,0.97642,0.96396,0.995,0.85428,0.6213,0.51811,0.8109,0.00089141,0.00089141,0.00089141
116,220.014,0.46751,0.81658,0.83578,0.97642,0.96396,0.995,0.85428,0.6213,0.51811,0.8109,0.000886694,0.000886694,0.000886694
117,220.81,0.49901,0.89092,0.87518,0.97617,0.96334,0.995,0.87385,0.61253,0.51337,0.80694,0.000881979,0.000881979,0.000881979
118,221.594,0.51032,0.79827,0.84713,0.97617,0.96334,0.995,0.87385,0.61253,0.51337,0.80694,0.000877263,0.000877263,0.000877263
119,222.376,0.56321,0.86804,0.83235,0.98065,0.96398,0.995,0.86246,0.5791,0.48917,0.79541,0.000872547,0.000872547,0.000872547
120,223.167,0.55205,0.90037,0.84344,0.98065,0.96398,0.995,0.86246,0.5791,0.48917,0.79541,0.000867832,0.000867832,0.000867832
121,223.952,0.47111,0.84375,0.83421,0.98049,0.96601,0.995,0.85085,0.59108,0.50081,0.79445,0.000863116,0.000863116,0.000863116
122,224.726,0.47416,0.89707,0.78992,0.98049,0.96601,0.995,0.85085,0.59108,0.50081,0.79445,0.0008584,0.0008584,0.0008584
123,225.513,0.43681,0.77104,0.79777,0.96854,0.97008,0.995,0.83617,0.6293,0.50026,0.8069,0.000853685,0.000853685,0.000853685
124,226.289,0.56408,0.89487,0.87568,0.96854,0.97008,0.995,0.83617,0.6293,0.50026,0.8069,0.000848969,0.000848969,0.000848969
125,227.091,0.55972,0.83321,0.82201,0.94789,0.99308,0.995,0.84478,0.6382,0.48205,0.81009,0.000844253,0.000844253,0.000844253
126,227.862,0.56653,0.92903,0.89118,0.94789,0.99308,0.995,0.84478,0.6382,0.48205,0.81009,0.000839537,0.000839537,0.000839537
127,228.65,0.60089,0.8377,0.86587,0.95777,1,0.995,0.86202,0.64221,0.46967,0.80836,0.000834822,0.000834822,0.000834822
128,229.421,0.48601,0.71026,0.86603,0.95777,1,0.995,0.86202,0.64221,0.46967,0.80836,0.000830106,0.000830106,0.000830106
129,230.23,0.52506,0.79724,0.90498,0.96774,1,0.995,0.87284,0.65112,0.44924,0.80924,0.00082539,0.00082539,0.00082539
130,231.013,0.60893,0.88762,0.95634,0.96774,1,0.995,0.87284,0.65112,0.44924,0.80924,0.000820675,0.000820675,0.000820675
131,231.815,0.56215,0.98392,0.87161,0.96987,1,0.995,0.87325,0.6916,0.45174,0.81747,0.000815959,0.000815959,0.000815959
132,232.607,0.5689,0.83848,0.85333,0.96987,1,0.995,0.87325,0.6916,0.45174,0.81747,0.000811243,0.000811243,0.000811243
133,233.404,0.57431,0.88713,0.84978,0.95717,1,0.995,0.86379,0.7124,0.4642,0.82334,0.000806528,0.000806528,0.000806528
134,234.183,0.53004,0.86925,0.84282,0.95717,1,0.995,0.86379,0.7124,0.4642,0.82334,0.000801812,0.000801812,0.000801812
135,234.979,0.59449,0.85776,0.86476,0.94626,1,0.995,0.86994,0.66081,0.46395,0.81398,0.000797096,0.000797096,0.000797096
136,235.763,0.61432,0.93449,0.89766,0.94626,1,0.995,0.86994,0.66081,0.46395,0.81398,0.00079238,0.00079238,0.00079238
137,236.556,0.51923,0.78109,0.88689,0.94591,0.99367,0.995,0.87061,0.59216,0.43938,0.79883,0.000787665,0.000787665,0.000787665
138,237.335,0.5094,0.96602,0.85352,0.94591,0.99367,0.995,0.87061,0.59216,0.43938,0.79883,0.000782949,0.000782949,0.000782949
139,238.123,0.56802,0.78865,0.8072,0.96438,1,0.995,0.86499,0.56953,0.41342,0.79562,0.000778233,0.000778233,0.000778233
140,238.917,0.51978,0.74039,0.79552,0.96438,1,0.995,0.86499,0.56953,0.41342,0.79562,0.000773518,0.000773518,0.000773518
141,239.741,0.53713,0.94849,0.79693,0.9652,1,0.995,0.86369,0.57985,0.42191,0.79715,0.000768802,0.000768802,0.000768802
142,240.542,0.48174,0.79931,0.87048,0.9652,1,0.995,0.86369,0.57985,0.42191,0.79715,0.000764086,0.000764086,0.000764086
143,241.358,0.51578,0.90767,0.78625,0.95311,1,0.995,0.85563,0.61014,0.43166,0.80494,0.000759371,0.000759371,0.000759371
144,242.155,0.49991,0.79554,0.87291,0.95311,1,0.995,0.85563,0.61014,0.43166,0.80494,0.000754655,0.000754655,0.000754655
145,242.966,0.52062,0.80631,0.8321,0.94714,1,0.995,0.85587,0.61477,0.45531,0.80493,0.000749939,0.000749939,0.000749939
146,243.758,0.48539,0.77304,0.83721,0.94714,1,0.995,0.85587,0.61477,0.45531,0.80493,0.000745223,0.000745223,0.000745223
147,244.558,0.53868,0.8284,0.84505,0.95832,1,0.995,0.8795,0.59541,0.43666,0.79967,0.000740508,0.000740508,0.000740508
148,245.338,0.50553,0.69142,0.82287,0.95832,1,0.995,0.8795,0.59541,0.43666,0.79967,0.000735792,0.000735792,0.000735792
149,246.129,0.51533,0.79547,0.81288,0.96731,1,0.995,0.87954,0.58896,0.41502,0.79462,0.000731076,0.000731076,0.000731076
150,246.919,0.58834,0.77828,0.82451,0.96731,1,0.995,0.87954,0.58896,0.41502,0.79462,0.000726361,0.000726361,0.000726361
151,247.699,0.52812,0.72648,0.87139,0.96411,1,0.995,0.88624,0.60615,0.41789,0.79529,0.000721645,0.000721645,0.000721645
152,248.476,0.57984,0.72666,0.86936,0.96411,1,0.995,0.88624,0.60615,0.41789,0.79529,0.000716929,0.000716929,0.000716929
153,249.26,0.50411,0.85587,0.84511,0.95086,0.99985,0.995,0.8841,0.62556,0.43808,0.79915,0.000712214,0.000712214,0.000712214
154,250.06,0.5633,0.81214,0.807,0.95086,0.99985,0.995,0.8841,0.62556,0.43808,0.79915,0.000707498,0.000707498,0.000707498
155,250.86,0.48532,0.72833,0.8128,0.93097,0.99451,0.995,0.88399,0.60256,0.44066,0.79639,0.000702782,0.000702782,0.000702782
156,251.645,0.48553,0.78476,0.86237,0.93097,0.99451,0.995,0.88399,0.60256,0.44066,0.79639,0.000698066,0.000698066,0.000698066
157,252.44,0.43609,0.81773,0.77792,0.92334,0.99262,0.995,0.88709,0.57795,0.43146,0.79126,0.000693351,0.000693351,0.000693351
158,253.207,0.53593,0.80722,0.81672,0.92334,0.99262,0.995,0.88709,0.57795,0.43146,0.79126,0.000688635,0.000688635,0.000688635
159,253.998,0.50438,0.70411,0.87802,0.94135,0.99332,0.995,0.89481,0.56663,0.41228,0.79078,0.000683919,0.000683919,0.000683919
160,254.773,0.46723,0.74498,0.80207,0.94135,0.99332,0.995,0.89481,0.56663,0.41228,0.79078,0.000679204,0.000679204,0.000679204
161,255.563,0.5074,0.77325,0.84622,0.95805,0.9999,0.995,0.88812,0.58574,0.41416,0.79636,0.000674488,0.000674488,0.000674488
162,256.341,0.51404,0.686,0.84501,0.95805,0.9999,0.995,0.88812,0.58574,0.41416,0.79636,0.000669772,0.000669772,0.000669772
163,257.129,0.51525,0.78049,0.8986,0.96838,1,0.995,0.891,0.59273,0.42032,0.79647,0.000665057,0.000665057,0.000665057
164,257.914,0.58043,0.89159,0.91824,0.96838,1,0.995,0.891,0.59273,0.42032,0.79647,0.000660341,0.000660341,0.000660341
165,258.712,0.4958,0.63811,0.79781,0.96691,1,0.995,0.88291,0.60197,0.42927,0.7952,0.000655625,0.000655625,0.000655625
166,259.495,0.51612,0.66982,0.82069,0.96691,1,0.995,0.88291,0.60197,0.42927,0.7952,0.000650909,0.000650909,0.000650909
167,260.291,0.53211,0.71066,0.83635,0.95667,1,0.995,0.88263,0.62758,0.43143,0.79957,0.000646194,0.000646194,0.000646194
168,261.069,0.51659,0.75874,0.84037,0.95667,1,0.995,0.88263,0.62758,0.43143,0.79957,0.000641478,0.000641478,0.000641478
169,261.853,0.45203,0.72955,0.89375,0.94336,1,0.995,0.896,0.61789,0.43586,0.7989,0.000636762,0.000636762,0.000636762
170,262.634,0.51732,0.68087,0.81525,0.94336,1,0.995,0.896,0.61789,0.43586,0.7989,0.000632047,0.000632047,0.000632047
171,263.432,0.4328,0.72156,0.82376,0.94214,1,0.995,0.87229,0.63002,0.42634,0.79908,0.000627331,0.000627331,0.000627331
172,264.228,0.49478,0.78997,0.8495,0.94214,1,0.995,0.87229,0.63002,0.42634,0.79908,0.000622615,0.000622615,0.000622615
173,265.038,0.50412,0.6683,0.86656,0.9509,1,0.995,0.86923,0.67356,0.43327,0.81049,0.0006179,0.0006179,0.0006179
174,265.81,0.49892,0.62479,0.84399,0.9509,1,0.995,0.86923,0.67356,0.43327,0.81049,0.000613184,0.000613184,0.000613184
175,266.605,0.49878,0.66028,0.82855,0.95979,1,0.995,0.86927,0.67892,0.42778,0.81409,0.000608468,0.000608468,0.000608468
176,267.369,0.56439,0.71488,0.88767,0.95979,1,0.995,0.86927,0.67892,0.42778,0.81409,0.000603752,0.000603752,0.000603752
177,268.178,0.49526,0.74922,0.77149,0.96536,1,0.995,0.87961,0.65218,0.43474,0.81057,0.000599037,0.000599037,0.000599037
178,268.961,0.51491,0.62257,0.76812,0.96536,1,0.995,0.87961,0.65218,0.43474,0.81057,0.000594321,0.000594321,0.000594321
